Associative/Size, 1KB, 2KB, 4KB, 8KB, 16KB, 32KB, 64KB, 128KB, 256KB, 512KB, 1024KB
Full 0.301436, 0.224219, 0.165149, 0.129966, 0.103756, 0.0739283, 0.0370946, 0.0271651, 0.0271651, 0.0271651, 0.0271651 
1way(s) 0.34904, 0.273534, 0.216798, 0.164172, 0.127217, 0.0891291, 0.0604583, 0.0364324, 0.0311933, 0.0247622, 0.0246952
2way(s) 0.375583, 0.296649, 0.230883, 0.170958, 0.122431, 0.0839677, 0.0482662, 0.0317474, 0.0242966, 0.0242528, 0.0240956
4way(s) 0.461961, 0.355537, 0.260447, 0.181962, 0.123662, 0.0780352, 0.0434158, 0.0256477, 0.0242126, 0.0240956, 0.0240956
8way(s) 0.574182, 0.435496, 0.314443, 0.201207, 0.124313, 0.0763856, 0.0398576, 0.0248444, 0.0241939, 0.0241197, 0.0240956
16way(s) 0.680946, 0.548545, 0.406584, 0.24056, 0.134186, 0.0763123, 0.0378747, 0.0255271, 0.0244977, 0.0241939, 0.0241197
